,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
360,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,Movie,1,Finished Airing,"Jun 28, 2014",-,-,-,"Bandai Visual,Dentsu,Kodansha,flying DOG,TOHO animation,Funimation",Funimation,Production I.G,Manga,"Sci-Fi,Police,Psychological,Mecha",58 min.,R - 17+ (violence & profanity),7.43,1961,"33,112",24,"Third movie of Ghost in the Shell: Arise.Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.(Source: Wikipedia)"
361,Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,Movie,1,Finished Airing,"Dec 31, 2016",-,-,-,,add some,Wit Studio,Original,"Action,Horror,Supernatural,Drama,Fantasy",1 hr. 50 min.,R - 17+ (violence & profanity),7.43,1962,"19,490",21,Compilation film of the first half of the TV series. 
362,Lilac,add some,1,Finished Airing,"Jun 12, 2018",-,-,-,-,add some,-,Original,Music,5 min.,PG-13 - Teens 13 or older,7.43,1963,"1,515",3,Music video for the song <i>Lilac</i> by Minami.
363,Long Zhi Gu: Jingling Wangzuo,Movie,1,Finished Airing,"Aug 19, 2016",-,-,-,,add some,Mili Pictures,Game,"Action,Adventure,Magic,Fantasy",1 hr. 44 min.,PG - Children,7.43,1964,"3,223",15,"<i>Dragon Nest Movie 2: Throne of Elves</i> will be released in Summer 2016.  The movie is a sequel to Mili Pictures' hugely successful <i>Dragon Nest: Warriors' Dawn</i>.  It will take the story of the land of Altera deep into the territory of the Elves in an action-packed adventure with more of the drama, comedy, and excitement. The film is directed by Soong Yuefeng, acclaimed director of the first Dragon Nest movie.(Source: Freedomplays)"
364,Lupin III: Kutabare! Nostradamus,Movie,1,Finished Airing,"Apr 22, 1995",-,-,-,"VAP,Tokyo Movie Shinsha,Tohokushinsha Film Corporation",Funimation,Funimation,Unknown,"Action,Adventure,Mystery,Comedy,Seinen",1 hr. 40 min.,R+ - Mild Nudity,7.43,1965,"6,790",2,"After a diamond heist in Brazil, Lupin hides the gem in a doll and boards a plane headed out of the country. While on board, the doll is stolen by a little girl named Julia, whose nanny is none other than Fujiko Mine. Before Lupin can get the doll back, the plane is hijacked and the girl is kidnapped. The kidnappers are after the same thing that Fujiko is after - a book of Nostradamus prophecies hidden in Julia's father's tower. Lupin and the gang join forces to save the girl, get the diamond back, and discover the secrets surrounding the strange book. (Source: ANN)"
365,Maria-sama ga Miteru: Haru Specials,Special,6,Finished Airing,"Oct 22, 2004 to May 23, 2005",-,-,-,Nozomi Entertainment,Nozomi Entertainment,Studio Deen,Light novel,"Slice of Life,Romance,School,Drama,Shoujo,Shoujo Ai",2 min. per ep.,PG - Children,7.43,1966,"6,865",3,Specials of Maria-sama ga Miteru: Haru released on the DVDs only.
366,Meitantei Holmes,TV,26,Finished Airing,"Nov 6, 1984 to May 21, 1985",-,"<a href=""https://myanimelist.net/anime/season/1984/fall"">Fall 1984</a>",Unknown,"Discotek Media,Geneon Entertainment USA,Gallop",Discotek Media,TMS Entertainment,Novel,"Action,Adventure,Mystery,Comedy,Police",25 min. per ep.,G - All Ages,7.43,1967,"7,003",45,"Loosely based on the ""Sherlock Holmes"" series by Sir Arthur Conan Doyle, Sherlock Hound turns all the classic characters into dogs. The canine Sherlock Holmes, his assistant Watson, and housemaid Mrs. Hudson work together to solve mysteries. The culprit is usually Professor Moriarty and his gang, who use all kinds of wacky contraptions to steal what they want.(Source: ANN)"
367,Mekakucity V's,add some,4,Finished Airing,"Jan 1, 2014",-,-,-,-,add some,-,Music,"Music,Romance,Super Power,Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,7.43,1968,"3,733",14,"<i>Mekakucity V's</i> compiles more songs of the <i>Kagerou Project</i> song series, continuing to follow the ""Mekakushi-dan.""<br/>
<br/>
<b>Yuukei Yesterday</b><br/>
For a tsundere like Takane Enomoto, falling in love is the worst possible predicament. This couldn't be any worse, as the object of her affection is her oblivious classmate Haruka Kokonose. With their dispositions, Takane will never confess and Haruka will never notice. Maybe, however, she will finally be able to muster the courage to convey her feelings for him before the sun sets.<br/>
<br/>
<b>Outer Science</b><br/>
Within the Heat Haze Daze, Kuroha rests beside his imprisoned former master, awaiting the next master—Mari Kozakura. No matter how she tries to rewrite the future, Mari is inevitably faced with tragedy, desperate to save those who matter most to her. But despair is never-ending, and what awaits her is an endless cycle of anguish. Not that it matters, as Kuroha will always be waiting...<br/>
<br/>
<b>Summer Time Record</b><br/>
As the story of the Mekakushi-dan draws to a close, its members reminisce of times gone by. These children, who may have never met otherwise, are connected by the past. However, as they finally approach the end, they resolve to remember, hoping to one day meet again.<br/>
<br/>
<b>Shounen Brave</b><br/>
Kousuke Seto lacks courage more than anything else. Relentlessly bullied, his only friend is a dog, with whom he shares a bond that needs no words. However, this solace is destroyed by a tragedy, which burdens Seto with the red-eye power to hear others' thoughts. Haunted by the hurtful things he hears, he runs off, leading him to a fateful encounter. If it is for the sake of this person, Seto may finally have what it takes to be a little brave.[Written by MAL Rewrite]<br/>
"
368,Mirai no Mirai,Movie,1,Finished Airing,"Jul 20, 2018",-,-,-,"Toho,NTT Docomo,Nippon Television Network,Kadokawa,D.N.dreampartners,Sonilude,NYAV Post,GKIDS",NYAV Post,Studio Chizu,Original,"Adventure,Drama,Fantasy",1 hr. 38 min.,G - All Ages,7.43,1969,"51,271",120,"In a quiet corner of the city, four-year-old Kun Oota has lived a spoiled life as an only child with his parents and the family dog, Yukko. But when his new baby sister Mirai is brought home, his simple life is thrown upside-down; suddenly, it isn't all about him anymore. Despite his tantrums and nagging, Mirai is seemingly now the subject of all his parents' love.To help him adapt to this drastic change, Kun is taken on an extraordinary journey through time, meeting his family's past, present, and future selves, as he learns not only what it means to be a part of a family, but also what it means to be an older brother.[Written by MAL Rewrite]"
369,One Piece: Mamore! Saigo no Dai Butai,Special,1,Finished Airing,"Dec 14, 2003",-,-,-,,add some,Toei Animation,Manga,"Adventure,Comedy,Fantasy,Shounen",45 min.,PG-13 - Teens 13 or older,7.43,1970,"21,243",8,"For many years, Ex-Marine Lieutenant Randolph and his troupe have put on a play aboard his ship. Having lost his family to pirates, Randolph wishes to put on plays that will give courage to those who have also lost their loved ones to pirates. Unfortunately, Randolph must retire soon, and he is now giving his last performance. Luffy and his crew come to see the play, and somehow manage to take part in it themselves. But from Randolph's past comes a vengeful subordinate with a diabolical plan who has finally become commander in order to capture Randolph. Luffy and his nakama now must prove to the people that not all pirates are scum, and protect Randolph's final farewell performance from the bitter commander. (aired after Episode 174)(Source: ANN)"
370,Pandora Hearts Specials,Special,9,Finished Airing,"Jul 24, 2009 to Mar 25, 2010",-,-,-,"Square Enix,flying DOG",add some,Xebec,Manga,Comedy,4 min. per ep.,PG-13 - Teens 13 or older,7.43,1971,"38,080",131,"Pandora Hearts DVD shorts.  <a href=""http://myanimelist.net/anime/6896/Pandora_Hearts_Specials/moreinfo"" rel=""nofollow"">Episode list</a>"
371,Papa no Iukoto wo Kikinasai! OVA,OVA,2,Finished Airing,"Jun 25, 2013 to Mar 25, 2015",-,-,-,,add some,feel.,Light novel,"Comedy,Romance,Slice of Life",25 min. per ep.,PG-13 - Teens 13 or older,7.43,1972,"29,091",22,Limited edition episode included with pre-orders for the 13th and 18th light novel volumes.
372,Piano no Mori (TV),TV,12,Finished Airing,"Apr 9, 2018 to Jul 2, 2018",-,"<a href=""https://myanimelist.net/anime/season/2018/spring"">Spring 2018</a>",Mondays at 00:10 (JST),NHK,add some,Gaina,Manga,"Adventure,Music,Comedy,Drama,School,Seinen",25 min. per ep.,PG-13 - Teens 13 or older,7.43,1973,"55,681",145,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.(Source: KEFI)"
373,Piano no Mori (TV) 2nd Season,TV,12,Finished Airing,"Jan 28, 2019 to Apr 15, 2019",-,"<a href=""https://myanimelist.net/anime/season/2019/winter"">Winter 2019</a>",Mondays at 00:10 (JST),NHK,add some,Gaina,Manga,"Music,Comedy,Drama,School,Seinen",25 min. per ep.,None,7.43,1974,"21,007",42,Second season of <i>Piano no Mori</i>.
374,Sabage-bu!,TV,12,Finished Airing,"Jul 6, 2014 to Sep 21, 2014",-,"<a href=""https://myanimelist.net/anime/season/2014/summer"">Summer 2014</a>",Unknown,"Bandai Visual,Lantis,Kodansha,Banpresto,NichiNare,Sentai Filmworks",Sentai Filmworks,Pierrot Plus,Manga,"Action,Military,Comedy,Shoujo",23 min. per ep.,PG-13 - Teens 13 or older,7.43,1975,"110,288",458,"Draw your weapons and take aim, because <i>Sabagebu!</i> is coming at you!Momoka Sonokawa was just minding her own business on the train one day when she encountered a pervert. Before she could do anything about it, a girl named Miou appears, brandishing two pistols and and scaring him off, only to be arrested herself a few minutes later for possessing firearms. Later Momoka sees this same girl at her school and follows her to a run down building. It turns out Miou is the president of the school's Survival Game Club, and it doesn't take long for Miou to capture Momoka and force her into joining them.Over the course of the series, Momoka and her new “friends” will take part in multiple battles against enemies from other schools, a rival from the same school who wants to see the club shut down and even each other (on multiple occasions). With friends and classmates like these, will Momoka even make it to graduation?"
375,Saiyuuki Gaiden: Kouga no Shou,OVA,1,Finished Airing,"Apr 26, 2013",-,-,-,-,add some,-,Manga,"Adventure,Drama,Fantasy",30 min.,PG-13 - Teens 13 or older,7.43,1976,"2,346",8,"Based on chapters 11-13 of the original manga with additional content written by the manga author. The story will be told from Tenpou's point of view.<br/>
"
376,Seitokai no Ichizon Lv.2,ONA,10,Finished Airing,"Oct 13, 2012 to Dec 15, 2012",-,-,-,Sentai Filmworks,Sentai Filmworks,AIC,Light novel,"Harem,Comedy,Parody,School",24 min. per ep.,PG-13 - Teens 13 or older,7.43,1977,"55,806",84,"Sugisaki Ken, through diligence and academic excellence, had successfully entered the paradise that is the Hekiyou Private Academy's Student Council. There, he boldly embarks on his plan to create his personal harem with the 4 girls who are the other council members, namely: The incredibly youthful president Sakurano Kurimu; The cool and kindly yet super-sadistic secretary Akaba Chizuru; Tomboyish and hot-blooded vice-president Shiina Minatsu; and The ephemerally beautiful yet complicated treasurer Shiina Mafuyu. While every day since then has been non-stop fun, Graduation Day now looms near. Could this spell the end of their carefree days?(Source: translated and adapted from official site by Cranston)"
377,Sentou Mecha Xabungle,TV,50,Finished Airing,"Feb 6, 1982 to Jan 29, 1983",-,"<a href=""https://myanimelist.net/anime/season/1982/winter"">Winter 1982</a>",Saturdays at Unknown,"Sotsu,Maiden Japan",Maiden Japan,Sunrise,Original,"Military,Sci-Fi,Mecha,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.43,1978,"2,981",26,"On the planet Zora exist two societies: the Innocent, an advanced culture that lives in domed cities, and the Civilians, who are forced to live in the harsh desert wilderness. As dictated by the Innocent, any Civilian that commits a crime is forgiven if they are not brought to justice within three days.Civilian Jiron Amos seeks revenge on the villainous outlaw Timp Sharon who murdered his parents, despite the fact the three-day period has long since passed. Hoping to get his revenge by stealing the mecha Xabungle from the merchant Carrying Cargo, Jiron teams up with a group of bandits known as the Sandrats and kidnaps Cargo's daughter Elchi, who ends up being sympathetic to his cause. Jiron's quest for revenge soon grows into a conflict much bigger—one that will eventually see the Civilians rise up against the Innocents' rule.[Written by MAL Rewrite]"
378,Shin Getter Robo,OVA,13,Finished Airing,"Apr 9, 2004 to Sep 10, 2004",-,-,-,"Bee Media,Dynamic Planning,Geneon Entertainment USA",Geneon Entertainment USA,Brain's Base,Original,"Action,Adventure,Mecha,Sci-Fi,Demons,Horror,Shounen",24 min. per ep.,R - 17+ (violence & profanity),7.43,1979,"6,794",61,"Humanity is under attack by demonic creatures called Oni. Unable to fight back by any other means, the scientist Dr. Saotome creates a series of giant robots that harness the mysterious power of Getter Rays, giving them the strength necessary to fight the Oni. The strongest of these is Getter Robo, and Saotome must enlist three very different men to pilot it - martial artist Ryoma Nagare, criminal leader Hayato Jin, and monk Benkei Musashibou. Together, the Getter Team fights to end the Oni menace forever.(Source: ANN)"
379,Slayers Special,OVA,3,Finished Airing,"Jul 25, 1996 to May 25, 1997",-,-,-,"Kadokawa Shoten,Marubeni,ADV Films",ADV Films,J.C.Staff,Light novel,"Adventure,Comedy,Supernatural,Magic,Fantasy,Shounen",29 min. per ep.,PG-13 - Teens 13 or older,7.43,1980,"15,766",21,"In these three self-contained half-hour stories, Lina Inverse and her partner, Naga The Serpent, take on a variety of jobs for quick cash, food, and/or their own skins. The first episode, ""The Scary Chimera Plan,"" pits them against a lunatic magician who intends to use Lina to create a fearsome, spell-slinging monster. Then, in ""Jeffry's Knighthood,"" they're hired by an overprotective mother to see that her son - a young man barely capable of holding a sword - becomes a respected knight, by ""helping"" him fight off the marauding soldiers terrorizing the area. Finally, ""Mirror, Mirror"" puts the two in a race to hunt down and capture (for bounty, of course) a rogue sorceror who's found an ancient artifact that can create loyal duplicates of anything or anyone, including his enemies. (Source: ANN)"
380,Soukyuu no Fafner: Dead Aggressor - Exodus,TV,13,Finished Airing,"Jan 9, 2015 to Apr 3, 2015",-,"<a href=""https://myanimelist.net/anime/season/2015/winter"">Winter 2015</a>",Fridays at 02:19 (JST),"Starchild Records,Mainichi Broadcasting System",add some,IG Zwei,Original,"Action,Drama,Mecha,Military,Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,7.43,1981,"16,771",65,"2150 AD. The battle against the silicon-based Festums from outer space reaches a new phase. Fragments of the North Pole Mir were scattered throughout the world. Eventually, they began to act on their own as independent Mirs. Most hated humanity and attacked them, but some chose to coexist with mankind. Some with the same way of thinking existed within the human race, as well: those who were both human and Festum. They added to the chaos of the battle and brought about even more hatred. (Source: Crunchyroll)"
381,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Movie,1,Finished Airing,"Dec 25, 2010",-,-,-,"Production I.G,Movic,KlockWorx,King Records,Funimation",Funimation,Xebec,Original,"Action,Drama,Mecha,Military,Sci-Fi",1 hr. 30 min.,PG-13 - Teens 13 or older,7.43,1982,"11,111",39,"The year is 2148. Two years after the end of the original Fafner in the Azure TV series, Tatsumiya Island and its surviving residents have returned to some semblance of recovery. However, things have become desperate for our hero, Kazuki; nearly blind now, and partially crippled from his battles with the Festum two years earlier, he clings to the promise his fallen friend Soushi made to him to return to the island and set things right again. Kazuki's hopes flare when a lifeform is detected within an unmanned submarine that comes floating into Tatsumiya Bay one night, but the person aboard isn't Soushi; it is a mysterious ""boy"" named Misao Kurusu who may not be entirely human, and who claims to have been sent by Sōshi. With Misao's arrival, hostilities break out anew between the Human Army and the Festum, and the Fafner pilots are thrown into the most desperate battle of their lives - this time, with the fate of TWO races riding on their shoulders. (Source: Wikipedia)"
382,Starmyu 2nd Season,TV,12,Finished Airing,"Apr 4, 2017 to Jun 20, 2017",-,"<a href=""https://myanimelist.net/anime/season/2017/spring"">Spring 2017</a>",Tuesdays at 00:00 (JST),NBCUniversal Entertainment Japan,add some,C-Station,Original,"Music,Slice of Life,School",24 min. per ep.,PG-13 - Teens 13 or older,7.43,1983,"11,957",66,Second season of the <i>Starmyu</i>.
383,Strike Witches: Operation Victory Arrow,OVA,3,Finished Airing,"Dec 12, 2014 to Jul 31, 2015",-,-,-,"Nippon Columbia,KlockWorx,Glovision,Sony PCL,Kadokawa",add some,Silver Link.,Original,"Action,Ecchi,Magic,Military,Sci-Fi",28 min. per ep.,R+ - Mild Nudity,7.43,1984,"17,588",34,Operation Victory Arrow is set in the period between the end of Operation Mars in the second television series and the 2012 Strike Witches movie. The three 30-minute short stories depict the lives of the members who returned to their respective homes.(Source: ANN)
384,Taiho Shichau zo The Movie,Movie,1,Finished Airing,"Apr 29, 1999",-,-,-,"Bandai Visual,Victor Entertainment,TBS,ADV Films",ADV Films,Studio Deen,Manga,"Action,Comedy,Drama,Police,Shounen",1 hr. 29 min.,PG-13 - Teens 13 or older,7.43,1985,"5,673",8,"Bokutou Precinct rarely deals with criminals more nefarious than speeding sportscar drivers. So when Officers Nikaido Yoriko and Aoi Futaba find a cache of illegal firearms in a stolen car, and a rash of traffic control malfunctions snarls traffic along Tokyo's streets, it is up to Tokyo's finest to figure out what's gone wrong. And of course, it'll take the talents of Kobayakawa Miyuki and Tsujimoto Natsumi to crack the case. But will Miyuki's trusty Mini-Pat and Natsumi's fierce determination be enough to stop a devious mastermind from exploiting the weaknesses of the system and crippling Tokyo—and the world—for good?(Source: AnimeNfo)"
385,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,Movie,1,Finished Airing,"Jan 29, 2005",-,-,-,"Nihon Ad Systems,Shueisha",add some,Production I.G,Manga,"Action,Sports,Shounen",1 hr. 5 min.,PG-13 - Teens 13 or older,7.43,1986,"17,062",42,"The regular players from Seigaku participates in an exhibition game aboard a cruise ship. However, they discover that the event is being run by a corrupt millionaire heavily involved in illegal gambling and betting, who demands that they lose the match on purpose. To add to the confusion, one of the players on the rival team introduces himself as Ryoma's brother. (Source: ANN)"
386,"Tokyo Ghoul: ""Pinto""",OVA,1,Finished Airing,"Dec 25, 2015",-,-,-,,add some,Studio Pierrot,Light novel,"Action,Mystery,Horror,Psychological,Supernatural,Drama",24 min.,R - 17+ (violence & profanity),7.43,1987,"114,730",337,The OVA adapts the third story in the <i>Tokyo Ghoul: Hibi</i> novel when Shuu Tsukiyama and Chie Hori met.
387,Uchuu no Stellvia,TV,26,Finished Airing,"Apr 3, 2003 to Sep 25, 2003",-,"<a href=""https://myanimelist.net/anime/season/2003/spring"">Spring 2003</a>",Thursdays at 01:00 (JST),"Starchild Records,TV Tokyo Music,Discotek Media,Geneon Entertainment USA",Discotek Media,Xebec,Original,"Action,Mecha,Romance,Sci-Fi,Space",23 min. per ep.,PG-13 - Teens 13 or older,7.43,1988,"19,258",120,"The year is 2356 A.D. - 189 years after a distant supernova caused a global catastrophe that wiped out 99% of the world population. To keep track on all space activities, mankind has built colossal space stations called ""foundations"" all over the Solar System. After passing the Space Academy entrance exams, Shima Katase embarks to the Earth-based foundation Stellvia to fulfill her dream of seeing the galaxy and to prevent another interstellar catastrophe from destroying Earth.(Source: ANN)"
388,Wu Dong Qian Kun,ONA,12,Finished Airing,"Jan 27, 2019 to Apr 7, 2019",-,-,-,"Tencent Penguin Pictures,China Literature Limited",add some,Shanghai Motion Magic,Novel,"Action,Adventure,Harem,Historical,Martial Arts,Fantasy",25 min. per ep.,PG-13 - Teens 13 or older,7.43,1989,"2,048",14,"The Great Yan Empire exists in a world where respect can only be earned through strength. Within this Great Yan Empire, the four great clans have always stood above the rest. Among them, a particular incident in the Lin Clan resulted in the banishment of a certain individual who went on to start his own family, in hopes of one day being recognized again by the Lin Clan, and rejoining them…Hailing from a banished family of the Great Lin Clan, when Lin Dong was very young, he watched, powerless, as his talented father was easily crushed and crippled by the overwhelming genius of the great Lin Clan, Lin Langtian.With a despairing father, a heartbroken grandfather, and a suffering family, ever since that fateful day, Lin Dong has been driven by a deep purpose; to take revenge on the man who had taken everything and more from his family.Armed with nothing but willpower and determination, join Lin Dong as he unknowingly discovers a destiny greater than he could ever hope to imagine when he stumbles upon a mysterious stone talisman…(Source: Novel Updates)"
389,Yowamushi Pedal: Re:RIDE,Movie,1,Finished Airing,"Sep 19, 2014",-,-,-,"TOHO animation,Discotek Media",Discotek Media,TMS Entertainment,Manga,"Sports,Drama,Shounen",1 hr. 28 min.,PG-13 - Teens 13 or older,7.43,1990,"8,118",9,"A retelling of the first season, taking place at Toudou's family inn where he, Makishima, and Onoda reflect on the events."
390,Yowamushi Pedal: Special Ride,OVA,1,Finished Airing,"Aug 8, 2013",-,-,-,TOHO animation,add some,TMS Entertainment,Manga,"Comedy,Drama,Shounen,Sports",20 min.,PG-13 - Teens 13 or older,7.43,1991,"14,527",13,"Sakamichi Onoda is an otaku who just wants to find more people to join the recently disbanded anime club with him. However, when a couple cyclists spy his skill in riding the bulky mamachari bike he's had since youth, they attempt to convince him to join the bicycle racing club instead. <br/>
<br/>
An OVA bundled with the 29th volume of the comic book."
391,Additional Memory,add some,1,Finished Airing,"Sep 14, 2018",-,-,-,-,add some,-,Original,Music,4 min.,PG-13 - Teens 13 or older,7.42,1992,"3,304",19,"In the end, all that remains is a story. This story is that of Ayano Tateyama, whose fleeting existence left behind only memories. What does she remember when life flashes before her eyes? For her, more than anything else, she recalls regrets—of things left unsaid and feelings of love she could never convey.[Written by MAL Rewrite]<br/>
"
392,Afro Samurai: Resurrection,Movie,1,Finished Airing,"Jan 25, 2009",-,-,-,Funimation,Funimation,Gonzo,Original,"Action,Adventure,Samurai",1 hr. 40 min.,R+ - Mild Nudity,7.42,1993,"70,057",161,"After obtaining the Number One headband, which proclaims him to be the best of all warriors, Afro spends most of his days in peace, though his nightmare-filled nights are not so tranquil. His life crescendos into chaos once again when Jinno and Sio, his former friends from long ago, take the headband from him, as well as the remains of his father. Challenged by Sio to don the Number Two headband again and exact revenge on them for their actions, Afro embarks on another journey as the wearer of said headband—an item for which anyone would kill him.<br/>
<br/>
<i>Afro Samurai: Resurrection</i> follows Afro as he fights a second series of battles against all manner of foes, wading through the sea of corpses in his wake so that he may once again quench his never-ending thirst for revenge.[Written by MAL Rewrite]"
393,Aishen Qiaokeli-ing... 2nd Season,ONA,15,Finished Airing,"Dec 21, 2017 to Apr 5, 2018",-,-,-,"Tencent Animation &amp; Comics,bilibili",add some,G.CMay Animation &amp; Film,Web manga,"Harem,Comedy,Romance,School",19 min. per ep.,PG-13 - Teens 13 or older,7.42,1994,"14,607",51,"Jiang Hao Yi, a normal, high school student who is extremely scared of getting into trouble, suddenly becomes the Harem King of his school when a bunch of beautiful girls confess to him! Unfortunately for Jian Hao, he doesn't know any of the girls who have confessed to him... What on Earth is happening?"
394,Bokura ga Ita,TV,26,Finished Airing,"Jul 4, 2006 to Dec 26, 2006",-,"<a href=""https://myanimelist.net/anime/season/2006/summer"">Summer 2006</a>",Tuesdays at 02:00 (JST),"Marvelous,Pony Canyon,Delfi Sound",add some,Artland,Manga,"Slice of Life,Drama,Romance,Shoujo",25 min. per ep.,PG-13 - Teens 13 or older,7.42,1995,"171,068","2,063","Going into her first year of high school, Nanami Takahashi is filled with the hope of making many new friends. After meeting the shy Yuri Yamamoto, she hears about a popular boy in their class: Yano Motoharu. Yuri cares little for Yano because of his past relationship with her older sister Nana, and at first, Nanami doesn't like his attitude either. However, Nanami soon begins to warm up to Yano and takes a liking to him. The two spend more of their time together and eventually decide to start dating. But their love is not without challenges; Yano has trouble opening up to Nanami, since his first girlfriend, Nana, died in a car accident the year before, and she had been with one of her ex-boyfriends at the time.Finding themselves living in the shadow of Yano's relationship with Nana, Nanami and Yano struggle to keep their relationship afloat amid misunderstandings and heartache with the certainty of their love for each other.[Written by MAL Rewrite]"
395,Bokutachi wa Benkyou ga Dekinai,TV,13,Finished Airing,"Apr 7, 2019 to Jun 30, 2019",-,"<a href=""https://myanimelist.net/anime/season/2019/spring"">Spring 2019</a>",Sundays at 00:30 (JST),"Aniplex,Magic Capsule,Shueisha,Aniplex of America,Silver",Aniplex of America,Arvo Animation,Manga,"Comedy,Harem,Romance,School,Shounen",23 min. per ep.,PG-13 - Teens 13 or older,7.42,1996,"139,109",734,"Nariyuki Yuiga, an impoverished third-year high school student, works tirelessly to receive the VIP nomination, a scholarship that would cover all of his college tuition fees. In recognition of his hard work, the headmaster awards him the renowned scholarship.However, this scholarship is given under one condition: he must tutor the school's geniuses in their weakest subjects! Joining his new brigade of pupils are the math maestro Rizu Ogata, who wants to study humanities; the literature legend Fumino Furuhashi, who wants to study science; and Yuiga's sports-savvy childhood friend, Uruka Takemoto, who is hopeless at everything else.<br/>
<br/>
<i>Bokutachi wa Benkyou ga Dekinai</i> follows Yuiga as he tries to teach his three eccentric tutees in a series of strange and comedic antics. But as Ogata's and Furuhashi's ambitions conflict with their talents, will Yuiga be able to help his students achieve their dreams?[Written by MAL Rewrite]<br/>
"
396,Busou Renkin,TV,26,Finished Airing,"Oct 5, 2006 to Mar 29, 2007",-,"<a href=""https://myanimelist.net/anime/season/2006/fall"">Fall 2006</a>",Thursdays at 01:00 (JST),"Geneon Universal Entertainment,Yomiko Advertising,Shueisha,Viz Media",Viz Media,Xebec,Manga,"Action,Fantasy,Supernatural,Comedy,School,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.42,1997,"138,890",843,"The story begins when high school student Kazuki Muto is killed one night saving a mysterious girl from a monster, only to wake up in his school dorm, believing it to have been a dream; however, he soon finds out that dream wasn't a dream at all when a giant serpentine monster attacks him and his sister. Tokiko Tsumura, the girl he saved, explains that the monster is a homunculus. Kazuki had been attacked and killed by it when he was rescuing her; however, she, feeling responsible for him, revived him by placing a Kakugane medallion in his chest, serving as a replacement heart.The Kakugane, as Tokiko explains, is an alchemical device that, when activated, takes a certain form based on the Kakugane's user, forming a unique Buso Renkin. The Buso Renkin is the only thing that can destroy a homunculus monster. Using this, Kazuki creates his own Buso Renkin (the ""Sunlight Heart,"" a huge lance). Along with Tokiko and her own Buso Renkin (the ""Valkyrie Skirt,"" an execution scythe), Kazuki joins the fight against the homunculi and their master."
397,Cheburashka,Movie,1,Finished Airing,"Dec 18, 2010",-,-,-,-,add some,-,Book,Comedy,1 hr. 20 min.,G - All Ages,7.42,1998,940,2,The stop-motion animated film based on Russia's Cheburashka character. 
398,Cinderella Monogatari,TV,26,Finished Airing,"Apr 4, 1996 to Oct 3, 1996",-,"<a href=""https://myanimelist.net/anime/season/1996/spring"">Spring 1996</a>",Thursdays at 18:00 (JST),,add some,Tatsunoko Production,Unknown,"Adventure,Kids,Romance,Fantasy",24 min. per ep.,G - All Ages,7.42,1999,"5,249",39,"Cinderella is the daughter of a wealthy duke who has remarried to provide her with a mother and sisters. When the Duke travels abroad, Cinderella discovers that her new family is anything but a family. With spoiled stepsisters and a harsh stepmother, Cindrella is forced to cook, clean and manage the household. Yet she remains cheerful, gentle and kind to her family, to her animal friends and to a mysterious boy, named Charles, who seems to have a connection with the prince of Emerald Castle. A whole new story on a classic fairytale.When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.(Source: ANN)"
399,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Movie,1,Finished Airing,"May 2, 2015",-,-,-,"Bandai Visual,Bandai,Bandai Namco Entertainment,Hakuhodo DY Media Partners,Funimation",Funimation,Sunrise,Original,"Action,Mecha,Military",59 min.,R - 17+ (violence & profanity),7.42,2000,"75,261",89,"After discovering the face of their true enemy—someone who is related to Akito and responsible for the Geass placed upon him—W-0 attempts to return to their base at Castle Weisswolf. However, stranded in Warsaw due to a complication involving their military identification, they are forced to accept the help of local gypsies, allowing the squad to take some time to deepen their bonds.Meanwhile, Britannian advisor Julius Kingsley and his guard Suzaku Kururugi begin working together with the Knights of St. Michael in order to crush the European resistance once and for all, armed with the destructive power of a giant weapon known as the Ark Fleet.[Written by MAL Rewrite]"
