,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
247,Flanders no Inu,TV,52,Finished Airing,"Jan 5, 1975 to Dec 28, 1975",-,"<a href=""https://myanimelist.net/anime/season/1975/winter"">Winter 1975</a>",Sundays at 19:30 (JST),,add some,Nippon Animation,Novel,"Drama,Historical,Slice of Life",26 min. per ep.,G - All Ages,7.46,1848,"4,258",12,"Nello Tarth is a poor but happy orphan who lives with his grandfather Jehan in a little village nearby Antwerp. Nello has a talent for drawing pictures and has been fascinated by it since he saw one of Rubens (a famous artist) pictures as a little boy. Helping Jehan with the daily milk delivery to Antwerp, Nello one day discovers Patrash, a working dog who has been mistreated and abandoned by his former owner. He treats the exhausted animal and after a little while a close and dependable friendship develops. Alois Cojez, the daughter of the richest and hence most influential man in Blacken Village, is Nellos best friend. When Nello decides to become an artist he has to experience firsthand the ignorance and cruelty of the villagers. Especially Alois father thinks of him as a slacker who cannot earn his living by drawing pictures. Nontheless Nello perseveres and never gives up to achieve his dream and to win their appreciation and respect while strenuously struggling with his poverty. (Source: ANN)"
248,Garo: Honoo no Kokuin,TV,24,Finished Airing,"Oct 4, 2014 to Mar 28, 2015",-,"<a href=""https://myanimelist.net/anime/season/2014/fall"">Fall 2014</a>",Saturdays at 01:23 (JST),"Tohokushinsha Film Corporation,Funimation",Funimation,MAPPA,Original,"Action,Demons,Fantasy,Magic,Supernatural",24 min. per ep.,R - 17+ (violence & profanity),7.46,1849,"103,990",381,"In the name of the king, the Valiante Kingdom launched hunts to exterminate users of witchcraft. Seventeen years later, their pursuit is still growing in both size and brutality. Unbeknownst to the citizens, the targets of these witch hunts are the secret protectors of humanity. Known as the Makai Knights and Alchemists, they have a strong will to protect people from Horrors, demons who possess souls plagued by sadness and pain.One such Makai Knight is 17-year-old Leon Luis who inherits the legendary armor of the Golden Knight Garo from his mother. Though he possesses great power, he struggles to overcome the hatred he bears from his mother's death at the hands of the kingdom. His father German, known as Zoro the Shadow Cutting Knight, is still training Leon when he is called to investigate the upsurge of Horrors in the kingdom's capital. Although German knows Leon's will is wavering, he decides to bring Leon along to continue his training.As German and Leon head to the capital, the king's amiable son Alfonso San Valiante struggles to find a solution to the growing Horror threat. But before he can do so, he is double-crossed and banished from his own kingdom. To return home, Alfonso sets out to find the help and strength he needs to reclaim the throne. During his search, he comes across Leon, whose interactions with the prince will forever change both of their fates.[Written by MAL Rewrite]"
249,Gokusen,TV,13,Finished Airing,"Jan 6, 2004 to Mar 30, 2004",-,"<a href=""https://myanimelist.net/anime/season/2004/winter"">Winter 2004</a>",Unknown,"VAP,Studio Jack,Media Blasters,NYAV Post",Media Blasters,Madhouse,Manga,"Slice of Life,Comedy,Drama,School,Josei",23 min. per ep.,R - 17+ (violence & profanity),7.46,1850,"30,075",186,"Kumiko Yamaguchi is smart, enthusiastic, and ready to start her dream job as a math teacher at Shirokin Academy. But as her first day opens on atrocious students and cowering teachers, Kumiko realizes that the all-boys high school is a cesspool of delinquents with no intention of improving themselves.However, what her rowdy students don't know is that behind her dorky facade, Kumiko is the acting head of a powerful yakuza clan, and she has the skills to prove it! Capable of overpowering even the strongest of gangsters in seconds, Kumiko must keep her incredible strength and criminal influence a secret in order to keep her job. Unfortunately, with the vice principal constantly trying to get her fired and Shin Sawada, the leader of her class of delinquents, suspecting she's stronger than she lets on, Kumiko has a difficult teaching career ahead of her.[Written by MAL Rewrite]"
250,Grimm Masterpiece Theater II,TV,23,Finished Airing,"Oct 2, 1988 to Mar 26, 1989",-,"<a href=""https://myanimelist.net/anime/season/1988/fall"">Fall 1988</a>",Unknown,Saban Entertainment,Saban Entertainment,Nippon Animation,Other,"Adventure,Comedy,Fantasy,Kids,Magic",20 min. per ep.,G - All Ages,7.46,1851,"1,741",2,Every episode is a stand-alone retelling of a different fairy or folk tale.  Not all of them are based on the fairy tales collected by the Brothers Grimm.
251,Higashi no Eden: Falling Down,add some,1,Finished Airing,"May 27, 2009",-,-,-,,add some,Production I.G,Unknown,Music,4 min.,G - All Ages,7.46,1852,"12,231",13,"Music video by Oasis, animated by Production I.GThe song is also featured as the opening theme song in the anime series, Higashi no Eden, which is also animated by Production I.G."
252,Honobono Log,TV,10,Finished Airing,"Jun 7, 2016 to Jun 18, 2016",-,"<a href=""https://myanimelist.net/anime/season/2016/spring"">Spring 2016</a>",Not scheduled once per week,NHK,add some,Fanworks,Picture book,"Slice of Life,Romance",2 min. per ep.,G - All Ages,7.46,1853,"37,797",203,Based on an illustration book by Naka Fukamachi. The anime offers heartwarming peeks at the lives of close couples and families.(Source: ANN)
253,Ikoku Meiro no Croisée The Animation,TV,12,Finished Airing,"Jul 4, 2011 to Sep 19, 2011",-,"<a href=""https://myanimelist.net/anime/season/2011/summer"">Summer 2011</a>",Mondays at 00:30 (JST),"Media Factory,AT-X,flying DOG,Sony Music Communications,Bushiroad,Good Smile Company,Aoni Entertainment,Sentai Filmworks",Sentai Filmworks,Satelight,Manga,"Slice of Life,Historical,Seinen",23 min. per ep.,G - All Ages,7.46,1854,"48,170",157,"The story takes place in the second half of the 19th century, as Japanese culture gains popularity in the West. A young Japanese girl, Yune, accompanies a French traveler, Oscar, on his journey back to France, and offers to help at the family's ironwork shop in Paris. Oscar's nephew and shop-owner Claude reluctantly accepts to take care of Yune, and we learn how those two, who have so little in common, get to understand each other and live together in the Paris of the 1800s."
254,Kaze no Shoujo Emily,TV,26,Finished Airing,"Apr 7, 2007 to Sep 29, 2007",-,"<a href=""https://myanimelist.net/anime/season/2007/spring"">Spring 2007</a>",Unknown,NHK,add some,TMS Entertainment,Novel,"Historical,Drama,Shoujo",25 min. per ep.,G - All Ages,7.46,1855,"4,537",13,"Based on the Emily of New Moon novel by Lucy Maud Montgomery. Emily is an orphan who gets sent to live with her relatives on Prince Edward Island, after her father dies. In New Moon she lives with her Aunt Elizabeth, Aunt Laura, and Cousin Jimmy, and learns to adapt with the help of her imagination and new friends. (Source: ANN)<br/>
"
255,Kemonozume,TV,13,Finished Airing,"Aug 6, 2006 to Nov 5, 2006",-,"<a href=""https://myanimelist.net/anime/season/2006/summer"">Summer 2006</a>",Sundays at 00:30 (JST),WOWOW,add some,Madhouse,Original,"Action,Horror,Demons,Supernatural,Romance",23 min. per ep.,R+ - Mild Nudity,7.46,1856,"51,424",386,"A race of cannibal monsters called the Shokujinki exists and it is the job of the Kifuuken, an elite group of beast-hunters, to stop them. Toshihiko Momota, an expert swordsman and son of the Kifuuken organization's leader, unexpectedly falls in love at first sight with a beautiful girl named Yuka; however, the couple's relationship is much more complicated than it seems at first glance, for Yuka is a Shokujinki."
256,Kuzu no Honkai,TV,12,Finished Airing,"Jan 13, 2017 to Mar 31, 2017",-,"<a href=""https://myanimelist.net/anime/season/2017/winter"">Winter 2017</a>",Fridays at 00:55 (JST),"Aniplex,Dentsu,Square Enix,Studio Hibari,Fuji TV,Kyoraku Industrial Holdings,Kansai Telecasting,Sentai Filmworks",Sentai Filmworks,Lerche,Manga,"Drama,Romance,School,Seinen",22 min. per ep.,R+ - Mild Nudity,7.46,1857,"330,917","3,725","To the outside world, Hanabi Yasuraoka and Mugi Awaya are the perfect couple. But in reality, they just share the same secret pain: they are both in love with other people they cannot be with. Hanabi has loved her childhood friend and neighbor Narumi Kanai for as long as she can remember, so she is elated to discover that he is her new homeroom teacher. However, Narumi is soon noticed by the music teacher, Akane Minagawa, and a relationship begins to blossom between them, much to Hanabi's dismay. Mugi was tutored by Akane in middle school, and has been in love with her since then. Through a chance meeting in the hallway, he encounters Hanabi. As these two lonely souls spend more time together, they decide to use each other as a substitute for the one they truly love, sharing physical intimacy with one another in order to stave off their loneliness. [Written by MAL Rewrite]"
257,Love Live! μ's Final Love Live! Opening Animation,Special,1,Finished Airing,"Mar 31, 2016",-,-,-,-,add some,-,Original,Music,5 min.,G - All Ages,7.46,1858,"4,755",23,"An anime special shown prior to the μ's Final Love Live Live concert that took place in the Tokyo Dome on March 31st and April 1st 2016. In the episode, the members of μ's visit the school's new baby alpaca, and muse about their current selves."
258,Lupin III: Otakara Henkyaku Daisakusen!!,Special,1,Finished Airing,"Aug 1, 2003",-,-,-,Discotek Media,Discotek Media,TMS Entertainment,Manga,"Action,Adventure,Mystery,Comedy,Seinen",1 hr. 30 min.,PG-13 - Teens 13 or older,7.46,1859,"4,350",2,"After robbing a Moscow casino right under Zenigata's nose, Lupin sets his sights on stealing the Trick Diamond. He and Jigen head to the estate of the recently deceased Mark Williams, another master thief who's had the diamond, as well as other treasures, in his possession for years. However, instead of finding the diamond, Lupin &amp; Jigen find Fujiko, who tells them about Mark's dying wish - Lupin must return all the treasures the old thief stole to their rightful place. If this is done in time, the location of the diamond will be revealed, and Lupin can use it to get the real treasure, hidden in Gaudí's Sagrada Familia. Returning the stolen goods isn't easy though, as Zenigata and the casino boss' ruthless gang are on Lupin and friends' tail. (Source: ANN)"
259,Marmalade Boy Movie,Movie,1,Finished Airing,"Mar 4, 1995",-,-,-,Discotek Media,Discotek Media,Tokyopop,Unknown,"Romance,Shoujo",30 min.,PG-13 - Teens 13 or older,7.46,1860,"7,476",26,"A prelude to Marmalade Boy the TV series. Yuu remembers the day when his parents decided to divorce each other and remarry with another married couple. Troubled by the news, Yuu decides to take a walk, on which he spots a girl he falls in love with at first sight. He decides to follow this unaware girl and falls more in love with her. However he discovers who the girl really is...she's the daughter of his parents' new lovers. <br/>
<br/>
(Source: ANN)"
260,Minami-ke Natsuyasumi,OVA,1,Finished Airing,"Aug 6, 2013",-,-,-,Starchild Records,add some,feel.,Manga,"Comedy,Slice of Life",28 min.,PG-13 - Teens 13 or older,7.46,1861,"14,000",4,"Second Minami-ke OVA bundled with the 11th volume of the manga.<br/>
<br/>
Chiaki, Kana, and Haruka decide how to spend their last few days of summer together.  Kana struggles to finish her homework."
261,Motto To LOVE-Ru,TV,12,Finished Airing,"Oct 6, 2010 to Dec 22, 2010",-,"<a href=""https://myanimelist.net/anime/season/2010/fall"">Fall 2010</a>",Unknown,"Geneon Universal Entertainment,TBS,Magic Capsule,PRA,Sentai Filmworks",Sentai Filmworks,Xebec,Manga,"Sci-Fi,Harem,Comedy,Ecchi,School,Shounen",24 min. per ep.,R+ - Mild Nudity,7.46,1862,"212,972",863,"Rito Yuuki never gets a break—he's always finding himself in lewd accidents with girls around him. Although his heart still yearns for Haruna, his childhood love, Rito can't help but question his feelings for Lala, the alien princess who appeared in front of him and declared she would marry him. But now, it's not just Lala he has to deal with: her younger twin sisters, Momo and Nana, have also travelled to Earth, wanting to meet their older sister’s fiancé, and just as luck would have it, they end up staying at Rito's home.Meanwhile, amidst the bustle of his new family members, Yami, the human weapon girl, begins her pursuit for Rito. It's not an easy life for Rito as he deals with uncertain love, punishment for being a pervert, and a girl dead set on murdering him.[Written by MAL Rewrite]"
262,Otona Joshi no Anime Time,Special,4,Finished Airing,"Jan 7, 2011 to Mar 24, 2013",-,-,-,"NHK,The Answer Studio,WAO World,Bones",add some,Production Reed,Novel,"Slice of Life,Drama,Romance,Josei",25 min. per ep.,R - 17+ (violence & profanity),7.46,1863,"15,613",36,"A series of animations based on prize-winning short stories for women.<br/>
<br/>
<b>Kawamo wo Suberu Kaze</b> (January 7, 2011)<br/>
In the story, 33-year-old Kanazawa native Noriko had decided long ago not to accept an ordinary, provincial life for herself. So, she had gone to college in Tokyo, worked on her own, married a man at an elite trading firm, and had a child. She has just returned home from five years abroad with her husband and four-year-old son. However, she senses a large emptiness in her heart since coming back. Moreover, there is a man who shares a big secret with Noriko.<br/>
<br/>
<b>Yuuge</b> (March 10, 2013)<br/>
Mimi, a wife in her late 20s, leaves her family and begins living with a young man.<br/>
<br/>
<b>Jinsei Best 10</b> (March 17, 2013)<br/>
Hatoko, a business woman, faces her upcoming 40th birthday and reunites with the person with whom she shared her first kiss in middle school, over two decades ago.<br/>
<br/>
<b>Dokoka Dewanai Koko</b> (March 24, 2013)<br/>
A 43-year-old housewife gets a glimpse of a complicated relationship between a mother and a daughter.(Source: ANN) "
263,Rakuen Tsuihou,Movie,1,Finished Airing,"Nov 15, 2014",-,-,-,"Toei Animation,Kinoshita Koumuten,Aniplex of America",Aniplex of America,Graphinica,Original,"Action,Sci-Fi,Mecha",1 hr. 43 min.,R+ - Mild Nudity,7.46,1864,"72,459",261,"In a future where a massive disaster has devastated Earth, most of humanity has abandoned their physical bodies and relocated in digital form to DEVA, an advanced space station orbiting the ravaged planet. Free from the limitations of traditional existence, such as death and hunger, the inhabitants of this virtual reality reside in relative peace until Frontier Setter, a skilled hacker, infiltrates the system and spreads subversive messages to the populace.Labeled a threat to security by authorities, Frontier Setter is pursued by Angela Balzac, a dedicated member of DEVA's law enforcement. When the hacker's signal is traced to Earth, Angela takes on physical form, transferring her consciousness to a clone body and traveling to the world below in order to deal with the menace. On Earth, she is assisted by Dingo, a charismatic agent, and during her journey to uncover the mystery behind Frontier Setter, she gradually discovers startling realities about the wasteland some of humanity still refers to as home, as well as the paradise above.[Written by MAL Rewrite]"
264,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Movie,1,Finished Airing,"Aug 20, 1994",-,-,-,"Fuji TV,Viz Media",Viz Media,Studio Deen,Unknown,"Action,Adventure,Comedy,Supernatural,Martial Arts,Shounen",31 min.,PG-13 - Teens 13 or older,7.46,1865,"12,321",6,"Kuno purchases a strange egg, believing that the mysterious powers of the legendary Phoenix will help him defeat Ranma. But when the egg hatches on his head, the bird goes out of control and wreaks havoc all over Tokyo. Ranma and the gang must use any means necessary to get the Phoenix to leave Kuno's head and fly away.(Source: ANN)"
265,Re:␣Hamatora,TV,12,Finished Airing,"Jul 8, 2014 to Sep 23, 2014",-,"<a href=""https://myanimelist.net/anime/season/2014/summer"">Summer 2014</a>",Tuesdays at 02:05 (JST),"TV Tokyo,Sotsu,AT-X,DAX Production,NAZ,DIVE II Entertainment,Avex Pictures,Q-Tec,Shueisha,Toy's Factory,Sentai Filmworks",Sentai Filmworks,Lerche,Original,"Mystery,Comedy,Super Power,Drama",24 min. per ep.,R - 17+ (violence & profanity),7.46,1866,"118,434",368,"It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion, Art holds Nice at gunpoint. What are his real intentions? What will become of the connection between Art and Hamatora?(Source: Crunchyroll)"
266,Rokka no Yuusha,TV,12,Finished Airing,"Jul 5, 2015 to Sep 20, 2015",-,"<a href=""https://myanimelist.net/anime/season/2015/summer"">Summer 2015</a>",Sundays at 02:58 (JST),"Pony Canyon,Ponycan USA",Ponycan USA,Passione,Light novel,"Action,Adventure,Fantasy,Magic,Mystery",24 min. per ep.,PG-13 - Teens 13 or older,7.46,1867,"396,832","2,007","An ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave.<br/>
<br/>
<i>Rokka no Yuusha</i> follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his life to identify which member of the group is the true impostor before it's too late![Written by MAL Rewrite]"
267,Sakura Quest,TV,25,Finished Airing,"Apr 6, 2017 to Sep 21, 2017",-,"<a href=""https://myanimelist.net/anime/season/2017/spring"">Spring 2017</a>",Thursdays at 00:00 (JST),"AT-X,Houbunsha,TOHO animation,BS11,ABC Animation,Sony PCL,Funimation",Funimation,P.A. Works,Original,"Slice of Life,Comedy",23 min. per ep.,PG-13 - Teens 13 or older,7.46,1868,"102,114",368,"Tired of her rural home, recent college graduate Yoshino Koharu is desperate to lead a more exciting life in Tokyo. After a fruitless job hunt, she finally receives a part-time offer as queen of the bizarre ""Kingdom of Chupakabura,"" a rundown mini-attraction in the small agricultural town of Manoyama. However, Yoshino discovers upon her arrival in Manoyama that she was mistaken for a celebrity and the job offer was a mistake. Left with no other options, Yoshino reluctantly agrees to take on the role and aid the Board of Tourism in their efforts to revitalize Manoyama. Determined to bring excitement to the dying town with the help of local residents, the queen enacts a series of projects to highlight the beauty and charm of Manoyama's culture.<br/>
<br/>
<i>Sakura Quest</i> delves into the story of a tight-knit community that is struggling to balance change while also maintaining the rich traditions and bonds which define their identity.[Written by MAL Rewrite]"
268,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,12,Finished Airing,"Oct 8, 2015 to Dec 24, 2015",-,"<a href=""https://myanimelist.net/anime/season/2015/fall"">Fall 2015</a>",Thursdays at 00:30 (JST),"Lantis,DAX Production,Sentai Filmworks",Sentai Filmworks,TROYCA,Novel,Mystery,23 min. per ep.,R - 17+ (violence & profanity),7.46,1869,"148,969",704,"When Shoutarou Tatewaki first meets Sakurako Kujou, he knows his life will never be the same. Initially believing her to be responsible for a disappearance in the neighborhood, he later learns of her true talent: analyzing bone specimens. Sakurako has quite the collection of reconstructed animal bones, but she wishes she had more of the human variety, much to the chagrin of those around her.Soon, Shoutarou begins accompanying the eccentric osteologist on the many different unsolved cases she comes across—usually in the form of decomposing bodies. But with so many incidents happening around them, could there be a larger mystery at work in their lives?<br/>
<br/>
<i>Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru</i> is a story of two unlikely partners, each showing in their own way that bones can tell how one died, but only people can tell how they lived.[Written by MAL Rewrite]"
269,Scrapped Princess,TV,24,Finished Airing,"Apr 8, 2003 to Oct 7, 2003",-,"<a href=""https://myanimelist.net/anime/season/2003/spring"">Spring 2003</a>",Tuesdays at 18:00 (JST),"Kadokawa Shoten,A-Line,Funimation,Bandai Entertainment",Funimation,Bones,Light novel,"Adventure,Comedy,Drama,Fantasy,Mecha,Sci-Fi,Shounen",23 min. per ep.,PG-13 - Teens 13 or older,7.46,1870,"75,209",429,"Pacifica Casull is the most feared and hated person by the followers of the God Mauser. Known as the Scrapped Princess, she is the poison that will destroy the world. To avoid being killed by the zealots of Mauser, Pacifica and her adoptive brother and sister leave the village of Manhurin. Her brother, Shannon, is an expert with the sword while Racquel is proficient with magic. At every step of the way, however, someone is constantly trying to kill Pacifica, hoping to somehow avert the catastrophe that is supposed to befall the world on her 16th birthday.(Source: ANN)"
270,Sengoku Basara,TV,12,Finished Airing,"Apr 2, 2009 to Jun 18, 2009",-,"<a href=""https://myanimelist.net/anime/season/2009/spring"">Spring 2009</a>",Thursdays at 01:29 (JST),"Dentsu,Shochiku,Mainichi Broadcasting System,Movic,flying DOG,Funimation",Funimation,Production I.G,Game,"Action,Historical,Martial Arts,Samurai,Super Power",23 min. per ep.,PG-13 - Teens 13 or older,7.46,1871,"126,538","1,053","During Japan's Sengoku period, several powerful warlords fought in politics and in arms with hopes of unifying the country under a central government. Nobunaga Oda had asserted himself as being the most powerful of these rulers by possessing the strength and military resource necessary to conquer all of Japan.Shingen Takeda and his trusted warrior Yukimura Sanada led one of the main clans standing in Nobunaga’s way. One night, Sanada had been ordered to lead a sneak attack against General Kenshin Uesugi, which was then thwarted by Masamune Date and his army. Sanada and Date fought to a draw, which forged a heated rivalry out of their newfound admiration for one another.Nobunaga continues to exert his forces in <i>Sengoku Basara</i> by doubling down on his influence across the country. Sanada and Date find themselves having to put their differences aside in order to quell the rise of Nobunaga and save feudal Japan from his tyrannical reign. Magical, militant, and political powers fly forth as these warriors and leaders clash amongst themselves and the armies of Nobunaga."
271,Shokugeki no Souma OVA,OVA,2,Finished Airing,"May 2, 2016 to Jul 4, 2016",-,-,-,Magic Capsule,add some,J.C.Staff,Manga,"Ecchi,School,Shounen",25 min. per ep.,PG-13 - Teens 13 or older,7.46,1872,"71,191",74,New OVAs bundled with the 18th and 19th volumes of the <i>Shokugeki no Souma</i> manga. 
272,Shoukoushi Cedie,TV,43,Finished Airing,"Jan 10, 1988 to Dec 25, 1988",-,"<a href=""https://myanimelist.net/anime/season/1988/winter"">Winter 1988</a>",Sundays at 19:30 (JST),Fuji TV,add some,Nippon Animation,Novel,"Slice of Life,Drama,Shoujo",24 min. per ep.,G - All Ages,7.46,1873,"2,633",13,"After his father's sudden death, Ceddie moves to England as an heir to his grandfather, the Earl of Dorincourt. The Earl is a stubborn and selfish old man. Gradually, however, Ceddie's innocent love opens the Earl's heart and changes him into a caring and generous person. This is based on ""Little Lord Fauntleroy"" by F.H.Burnett. (Source: AnimeNfo)"
273,Soredemo Machi wa Mawatteiru,TV,12,Finished Airing,"Oct 8, 2010 to Dec 24, 2010",-,"<a href=""https://myanimelist.net/anime/season/2010/fall"">Fall 2010</a>",Unknown,"Pony Canyon,TBS,Movic,Magic Bus,Studio Pastoral,flying DOG,Memory-Tech,Sentai Filmworks",Sentai Filmworks,Shaft,Manga,"Slice of Life,Comedy,Seinen",24 min. per ep.,PG-13 - Teens 13 or older,7.46,1874,"43,782",161,"Hotori Arashiyama loves mysteries, but there's one she just can't solve: why does the solution to one problem inevitably seem to lead to another? Like how when Hotori has to start working at the Seaside Maid Cafe after school to pay off a debt and her friend Toshiko fortunately knows exactly how a Maid Cafe should be run. Which is fortunate since Hotori has no clue. Except that, unfortunately, Toshiko has no interest in working at the cafe—until she discovers that Hotori's childhood friend Hiroyuki is a regular. Which SEEMS fortunate. Except that Hotori doesn't know that, while Toshiko likes Hiroyuki, Hiroyuki secretly likes Hotori, while Hotori secretly has a crush on... No, no more spoilers!But if that's not enough drama, there's work, angst with a certain math teacher, table tennis between her classmates, her younger brother versus the school's bad girl... And yet, even though everything seems like it's going to crash at any moment, somehow Hotori's life keeps going hilariously forward.(Source: Sentai Filmworks)"
274,Soukyuu no Fafner: Right of Left - Single Program,Special,1,Finished Airing,"Dec 30, 2005",-,-,-,"Starchild Records,Production I.G",add some,Xebec,Original,"Action,Drama,Mecha,Military,Sci-Fi",51 min.,PG-13 - Teens 13 or older,7.46,1875,"12,015",23,"Yumi Ikoma and Ryou Masaoka are children who have been selected to take part in a top secret mission, to be the pilots of the first Fafner combat units; the last chance of survival for the human race. The enemy is ruthless, remorseless and is able to read the minds of humans. Therefore, the details of this mission are kept a secret even from the personnel involved. The young pilots must use all their courage and faith in order to survive and complete their mission or the fate of mankind would be compromised. (Source: ANN)<br/>
"
275,Accel World,TV,24,Finished Airing,"Apr 7, 2012 to Sep 22, 2012",-,"<a href=""https://myanimelist.net/anime/season/2012/spring"">Spring 2012</a>",Saturdays at 00:30 (JST),"Genco,Rakuonsha,Warner Bros. Japan,flying DOG,ASCII Media Works,Viz Media",Viz Media,Sunrise,Light novel,"Action,Game,Sci-Fi,Romance,School",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1876,"508,791","3,953","Haruyuki Arita is an overweight, bullied middle schooler who finds solace in playing online games. But his life takes a drastic turn one day, when he finds that all his high scores have been topped by Kuroyukihime, the popular vice president of the student council. She then invites him to the student lounge and introduces him to ""Brain Burst,"" a program which allows the users to accelerate their brain waves to the point where time seems to stop. Brain Burst also functions as an augmented reality fighting game, and in order to get more points to accelerate, users must win duels against other players. However, if a user loses all their points, they will also lose access to Brain Burst forever.Kuroyukihime explains that she chose to show Haruyuki the program because she needs his help. She wants to meet the creator of Brain Burst and uncover the reason of why it was created, but that's easier said than done; to do so, she must defeat the ""Six Kings of Pure Color,"" powerful faction leaders within the game, and reach level 10, the highest level attainable. After the girl helps Haruyuki overcome the bullies that torment him, he vows to help her realize her goal, and so begins the duo's fight to reach the top.[Written by MAL Rewrite]"
276,Bishoujo Senshi Sailor Moon Memorial,OVA,5,Finished Airing,"Aug 7, 1998 to May 21, 1999",-,-,-,,add some,Toei Animation,Manga,"Demons,Magic,Romance,Shoujo",1 hr. 30 min. per ep.,PG-13 - Teens 13 or older,7.45,1877,"11,297",38,"A summary of each season of the Sailor Moon franchise, narrated by various Sailor Moon characters."
277,Black Cat,TV,23,Finished Airing,"Oct 7, 2005 to Mar 31, 2006",-,"<a href=""https://myanimelist.net/anime/season/2005/fall"">Fall 2005</a>",Fridays at 01:25 (JST),"GDH,Dentsu,TBS,Sotsu Music Publishing,Funimation",Funimation,Gonzo,Manga,"Adventure,Comedy,Sci-Fi,Shounen,Super Power",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1878,"204,802","1,827","Completing every job with ruthless accuracy, Train Heartnet is an infamous assassin with no regard for human life. Donning the moniker ""Black Cat"" in the underground world, the elite killer works for the powerful secret organization known only as Chronos.One gloomy night, the blasé gunman stumbles upon Saya Minatsuki, an enigmatic bounty hunter, and soon develops an odd friendship with her. Influenced by Saya's positive outlook on life, Train begins to rethink his life. Deciding to abandon his role as the Black Cat, he instead opts to head down a virtuous path as an honest bounty hunter. However, Chronos—and particularly Creed Diskenth, Train's possessive underling—is not impressed with Train's sudden change of heart and vows to resort to extreme measures in order to bring back the emissary of bad luck.This assassin turned ""stray cat"" can only wander so far before the deafening sound of gunfire rings out.[Written by MAL Rewrite]"
278,Blood Lad,TV,10,Finished Airing,"Jul 8, 2013 to Sep 9, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/summer"">Summer 2013</a>",Mondays at 00:30 (JST),"Kadokawa Shoten,KlockWorx,flying DOG,Viz Media",Viz Media,Brain's Base,Manga,"Action,Comedy,Demons,Seinen,Supernatural,Vampire",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1879,"418,080","1,676","Staz Charlie Blood is a powerful vampire who rules the Eastern district of Demon World. According to rumors, he is a bloodthirsty and merciless monster, but in reality, Staz is just an otaku obsessed with Japanese culture and completely uninterested in human blood. Leaving the management of his territory to his underlings, Staz spends his days lazing around, indulging in anime, manga, and games.When Fuyumi Yanagi, a Japanese girl, accidentally wanders through a portal leading into the demon world, Staz is overjoyed. But just as he is starting to feel an unusual attraction to her, his territory is attacked, resulting in Fuyumi's untimely death. She turns into a wandering ghost and the crestfallen Staz vows to resurrect her as this would mean being able to travel to the human world, something he has always dreamed of.<br/>
<br/>
<i>Blood Lad</i> follows Staz and Fuyumi, soon joined by the spatial magician Bell and the half-werewolf Wolf, as they travel to find a magic that can bring humans back to life.[Written by MAL Rewrite]"
279,Captain Tsubasa: Road to 2002,TV,52,Finished Airing,"Oct 7, 2001 to Oct 6, 2002",-,"<a href=""https://myanimelist.net/anime/season/2001/fall"">Fall 2001</a>",Unknown,"TV Tokyo,Madhouse",add some,Group TAC,Manga,"Action,Sports,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.45,1880,"32,869",175,"Tsubasa Oozora loves everything about soccer: the cheer of the crowd, the speed of the ball, the passion of the players, and the excitement that comes from striving to be the best soccer player he can be. His goal is to aim for the World Cup, and to do that, he’s spent countless hours practicing soccer, ever since the moment he could walk on two legs. Now, as he plays for the Barcelona team in a fierce game, it seems as though his dreams are on the verge of coming true.<br/>
<br/>
<i>Captain Tsubasa: Road to 2002</i> tells the story of how Tsubasa climbed his way through the ranks, featuring his roots in the town of Nankatsu as well as his epic journey to master the art of soccer."
